,tweet
8473,"ICYMI: On Monday, the FMCB approved @MBTA_CR's procurement of 80 new bi-level coaches. The coaches will add 14,000 seats to the daily capacity. With ridership growing, the $278.5 million contract is a key investment in the future of Commuter Rail service. http://ow.ly/VZro50wqIyN"
8474,"Join us tonight at 6pm at the Tobin Community Center, 2nd Floor Conference Room for a Green Line Transformation Public Meeting. Learn about projects that are planned to make the Green Line more reliable, easier & safer. http://ow.ly/jQU150wglMw #BuildingABetterT"
8475,#MBTA #OrangeLine: Bus shuttles replace trains between Wellington and Oak Grove from 8:15 PM to close Monday - Thursday this week through December. Allow for extra travel time. More: http://mbta.com/OLwork
8476,"#MBTA #Mattapan: Bus shuttles replace trolley service after 8:45 PM tonight, September 26. Allow for extra travel time. More: http://mbta.com/MLwork"
8477,Thanks for the additional information.
8478,There are no delays on the Red Line this morning. The Countdown Clocks at Braintree are showing the next two departures in two and eight minutes.
8479,Good Morning. Can you tell us the direction you're heading and the last stop the train serviced?
8480,Hello and thanks for reaching out. We see a train departing Braintree now.
8481,Good Morning and thanks for reaching out. The Countdown Clocks are working at JFK/UMass and will show the next arrival.
8482,#MBTA #GreenLine - Park Street: Please board all westbound trains on Track 1 (wall track) from 9:00 PM until end of service on Sundays - Thursdays through September 26. This allows for wayfinding and station brightening work. Learn more at http://mbta.com/BuildingABetterT
8483,Here's the link for all Franklin Line work https://www.mbta.com/diversions/franklin-line
8484,"Thank you for bringing this to our attention, Sandy. We've sent your message and photo to bus supervisors to address."
8485,"Sorry about this, Chris. We've sent it to bus supervisors to look in to. We see a 7 to City Point arriving WTC now."
8486,"Hi, Ash. The Green Line is aware and personnel are en route."
8487,"Hi, Paula - sorry about this. Do you see a number of the bus you are on? We want to send this to our maintenance team to address."
8488,Hi Kelly. Sorry about this. Which route and direction did this occur on? Was the stop request button pressed when the operator continued passed the stop? We're going to send it to bus supervisors to investigate.
8489,"As of now, yes they can. Any changes will be made on http://mbta.com and by @MBTA_CR on Twitter."
8490,"Thank you for letting us know, we're going to have an Official check that out."
8491,"Hi, Rachael. Sorry about this - can you let us know which bus route this is, as well as the stop you were waiting at and direction of travel. We want to send this to bus supervisors to address."
8492,"Thanks for letting us know, John. We'll notify the Red Line."
8493,"Bus operators must share the road and bus lanes with bicyclists. Do you have any additional information regarding your ride: time, bus number, route, direction of travel."
8494,Thank you for making us aware. We're going to reach out to our sign shop regarding the sign and bus supervisors regarding buses not stopping there.
8495,"But our work doesn't stop here. It‰Ûªs not just about repairing the damage, it‰Ûªs about #BuildingABetterT. For the Red Line, we‰Ûªre: - Investing $350 million for signal system upgrades - Spending $470 million for track &amp; maintenance - Delivering 252 new, modern cars"
8496,We are grateful to our riders for understanding the enormity of this task and for bearing with us through it all. We are thankful for everyone who labored to maintain Red Line service and to restore it to its full capacity.
8497,"Our crews rebuilt: - 3 signal bungalows + a new bungalow - 20 miles of signal cable - Hundreds of signal control relays This means we're back to the standard 28 trains at rush hour running every 4-5 mins, automatic switching, & countdown clocks with real-time predictions."
8498,We know this has been a trying few months for our Red Line riders. That is why we are pleased to announce the full restoration of service as of September 23. The Red Line is now back to its pre-derailment service levels across the Line - on both the Braintree & Ashmont Branches.
8499,"#MBTA #GreenLine Update: Regularly scheduled service has resumed,"
8500,Thanks Jim. We have passed your comments on to Bus Supervisors. Have a good afternoon.
8501,#MBTA #GreenLine Update: Delays of up to 15 minutes due to earlier wire maintenance work.
8502,#MBTA #GreenLine: Delays of up to 15 minutes due to a maintenance vehicle inspecting the overhead wires near Copley.
8503,Good Morning Jim. Can you tell us more about the driver and what they are doing?
8504,#MBTA #BlueLine Update: Regularly scheduled service has resumed.
8505,Thank you. This has been passed on to Blue Line Supervisors
8506,Hello and thanks for this. Is this on the eastbound or westbound side.
8507,Good Morning Sandy and thanks for reaching out. We will pass this on to Bus Supervisors to look into.
8508,#MBTA #GreenLine - D Branch: Bus shuttles replace trains between Kenmore and Newton Highlands from 8:45 PM to close Monday - Friday this week. Allow for extra travel time. More: http://mbta.com/GLDwork
8509,Hello and thanks for reaching out. We have passed this on to Bus Supervisors.
8510,#MBTA #OrangeLine: Bus shuttles replace trains between Wellington and Oak Grove from 8:15 PM to close Monday - Thursday this week through December. Allow for extra travel time. More: http://mbta.com/OLwork
8511,"#MBTA #Mattapan: Bus shuttles replace trolley service after 8:45 PM Wednesday and Thursday, September 25 - 26. Allow for extra travel time. More: http://mbta.com/MLwork"
8512,Hello Sarah. Can you tell us the problem you were seeing with the machines this morning?
8513,#MBTA #OrangeLine Update: Regularly scheduled service has resumed.
8514,#MBTA #BlueLine: Delays of up to 10 minutes due to a signal problem at Wonderland.
8515,Thanks for the additional information. We will pass this on to Bus Supervisors to look into.
8516,#MBTA #OrangeLine: Delays of up to 10 minutes southbound due to a train with a door problem at Malden.
8517,Good Morning. The elevator returned to service last night after maintenance was completed.
8518,Hello and thanks for reaching out. Can you please tell us more about your interaction with the operator?
8519,"Got it, thank you for all these details. We apologize for this experience and are reporting this to bus supervisors for appropriate action."
8520,Can you confirm what time this happened and the intersection?
8521,Did you catch the number of this Route 11 bus (four digits on the outside)?
8522,Hi Hugo. We're sorry to hear about this experience. Please feel free to provide any details you have about this.
8523,Hi Jennifer. Thanks for reaching out to us. The shuttle buses are part of the scheduled diversion to allow for work on D Branch tracks and signals.
8524,#MBTA #GreenLine - Park Street: Please board all westbound trains on Track 1 (wall track) from 9:00 PM until end of service on Sundays - Thursdays through September 26. This allows for wayfinding and station brightening work. Learn more at http://mbta.com/BuildingABetterT
8525,Hi Meghan. Thanks for reaching out to us. It appears there was a large fire near Englewood Ave. Streets may have been blocked but Green Line service is still running.
8526,Hi Terrence. Thank you for reporting this to us and our apologies for the inconvenience. We'll send a technician to fix the machines asap.
8527,Hi there. We're sorry to hear about these confusing predictions. Can you tell us which app you're using?
8528,Hi John. Thanks for reaching out to us. Can you tell us where the bus is departing from?
8529,#RedLine - Update: Regularly scheduled service has resumed.
8530,Hi Damian. 3701 is a D Branch train headed to Riverside. It was originally a C Branch train but was swapped. Thanks for reaching out to us. Please let us know if you need any further assistance.
8531,"Hi Kate. Thanks for your question. There are tracks that loop around (out of the service area) from the inbound to the outbound, which is how the trains change directions."
8532,Thank you. We're notifying Green Line supervisors to investigate and address this asap.
8533,Hi Kate. Thanks for sharing this with us. Our maintenance crews are aware of this and will correct as necessary. We hope you have a good evening!
8534,Understood. Did you happen to catch then number of this train (3---)?
8535,"Hi Keri. We appreciate you contacting us about this. To confirm, had the train already serviced the station when you approached?"
8536,Hi Mike. Thanks for this feedback. We'll look into this with bus operations and reach out to @MedfordMass for any coordination.
8537,#MBTA #RedLine: Delays of up to 10 minutes due to a southbound train with a door problem at Porter.
8538,Hi Dylan. Thanks for the heads up. We've notified bus supervisors for appropriate follow up.
8539,Just re-posted: https://twitter.com/MBTA/status/1176617354702270464 Thanks again for your help!
8540,Hi Laura. Thanks for reporting this bumpy ride to us. We'll notify maintenance to look into this asap.
8541,"Join us Thursday, September 26 at 6PM for a Green Line Transformation Public Meeting at the Tobin Community Center in Boston. Learn about short & long-term projects that are planned to make the Green Line more reliable, easier & safer. http://ow.ly/1e0g30pBlMS #BuildingABetterT"
8542,Hi Pete. Thanks for reporting this to us. Can you tell us where at the station they're smoking? Please feel free to point out the individuals to the officer if they're on #MBTA property. We've also reached out to @MBTATransitPD on our end.
8543,Hi Mona. Thanks for taking the time to share this with us. Can you tell us which train you're on (numbered at front/rear)?
8544,Hi Damian. Thanks for catching the typo and our apologies for the mix up. We'll re-post with the corrected dates.
8545,"With this info provided so far, we cannot speak to the individuals' positions or if they're on a scheduled break. We can look into this further if you wish to share any details."
8546,Hi Chris. Thanks for contacting us. Can you tell us where this was taken?
8547,Hi Kellie. Thanks for the message. We'll reach out to the construction team for more information.
8548,Hello. Thanks for reporting this A/C issue to us. We'll send personnel to try and reset it asap.
8549,Hi Liz. Our apologies for the oversight. We're sending personnel to switch the escalators asap.
8550,Hi Ray. Thanks for letting us know. Looks like the SL1 is delayed up to 20 minutes due to traffic. Alert: https://www.mbta.com/schedules/741/alerts
8551,Hi Alexandra. Thank you for reporting this to us. We've notified supervisors and are looking up into further now. We apologize for the wait.
8552,Hello. Thank you for bringing this to our attention. Can you share the number of the bus you're on (four digits at front/rear)?
8553,Hi Kia. We're sorry to hear about this A/C issue. We're sending personnel to try resetting it asap.
8554,Hello. Thanks for reporting this to us and our apologies for the leak. We'll have maintenance fix this asap.
8555,Hello. Thanks for following up with us. There is an electrical issue with the fan that needs to be repaired. Maintenance crews are aware and will address it as soon as possible.
8556,Hello. Thanks for reaching out to us. We recommend asking the operator for assistance to properly release the seat.
8557,#GreenLine D Branch - Update: Regularly scheduled service has resumed.
8558,#MBTA #GreenLine D Branch: Delays of up to 10 minutes due to a westbound train with a mechanical problem at Newton Centre.
8559,You can contact Customer Support online here; https://bit.ly/2jn1J5A They will be able to take your complaint and follow-up with you later.
8560,Hello. Can you please tell us more about your interaction with the operator?
8561,We wouldn't be notified of the outcome. You can file a formal complaint with Customer Support and they will follow up with you. They can be reached at 617-222-3200 or online here: https://bit.ly/2jn1J5A
8562,Hello and thanks for reaching out. We will pass this on to Green Line Supervisors to investigate.
8563,Hello and thanks for reaching out. Can you please tell us where this happened?
8564,Hello Patricia and thanks for reaching out. Did you happen to see the number of the Route 132 bus you saw?
8565,#MBTA #GreenLine - D Branch: Bus shuttles replace trains between Kenmore and Newton Highlands from 8:45 PM to close Monday - Friday this week. Allow for extra travel time. More: http://mbta.com/GLDwork
8566,Hello Stephanie. We have passed this on to Red Line Supervisors. They will have the car checked.
8567,Good Morning Mark. The next 70A trip towards Waltham is operating about 12 minutes late. The bus is delayed on its previous trip on Route 70 inbound.
8568,#MBTA #OrangeLine: Bus shuttles replace trains between Wellington and Oak Grove from 8:15 PM to close Monday - Thursday this week through December. Allow for extra travel time. More: http://mbta.com/OLwork
8569,Thanks for the additional information. We'll make sure this has been passed on to Fare Gate Maintenance.
8570,"Good Morning Laura. Can you tell us the issue with the Fare Gates (Smart Card only, etc)?"
8571,Hello Jay. Did you happen to get the number of the car that you were on and can you give us any more details about what happened?
8572,Hello Christine and thanks for reaching out. We will pass this on to Red Line Supervisors and Maintenance to address.
8573,"#MBTA #BlueLine: Bus shuttles replace trains between Orient Heights and Wonderland from 8:45 PM to close on September 17, 18 &amp; 24. Allow for extra travel time. More: http://mbta.com/BLwork"
8574,Thanks for the screenshot. We'll have our web team correct the sidebar asap.
8575,"Hi Damian. Thanks for your question. The B Branch diversion on October 25-27 is Boston College to Washington St. Both the T-Alert's page and the Green Line Intersections project page show this as the limits. Other weekends, the limits are BC to Babcock St. http://mbta.com/GLintersections"
8576,Thank you for these details. We've notified supervisors to investigate and address this appropriately.
8577,"Hi Linda. Thanks for sharing this with us. Can you tell us any details about this trip - bus number, stop, time, etc?"
8578,Hi Danielle. Thanks for letting us know. Can you tell us where specifically you experienced this bumpy ride?
8579,#MBTA #GreenLine - Park Street: Please board all westbound trains on Track 1 (wall track) from 9:00 PM until end of service on Sundays - Thursdays through September 26. This allows for wayfinding and station brightening work. Learn more at http://mbta.com/BuildingABetterT
8580,Hello. Thanks for your question. All westbound trains are boarding on Track 1 at Park Street. This will be in effect starting at 9pm each night through Thursday. https://www.mbta.com/alerts/subway
8581,Thank you for these details. We'll have the train and tracks checked asap.
8582,Hello. Thanks for reaching out to us. There is a Route 7 outbound trip that leaves from Bedford and Chauncy Streets at 7:57 PM. Full schedule here: https://cdn.mbta.com/sites/default/files/route_pdfs/2019-fall/rt007.pdf
8583,Thank you for these details. We'll have vehicle maintenance check the train.
8584,"Hello. We're happy to hear about your pleasant experience with our Customer Support team. For media inquiries, you may contact the MassDOT Press Office - Lisa Battiston at lisa.battiston@dot.state.ma.us or 857-368-8500. Please let us know if you need further assistance."
8585,"Did the vehicle or individual have a T logo anywhere visible? If not, this sounds like a @CityofBoston Parking Enforcement agent. We recommend reporting this directly to the City."
8586,Hello. Thanks for reaching out to us. Can you share any more details you have about this ride?
8587,"To follow up, this weekend's Orange Line diversion is between Forest Hills and Ruggles. The Route 90 alert has been updated to correctly show October 13 is the date. Apologies for any confusion."
8588,Hi George. We're sorry to hear about this second A/C malfunction. Can you tell us which car you're in (four digits at front/rear on the inside)?
8589,Hello. Thanks for reaching out to us. We're aware of the A/C malfunction in this car and working to have it corrected asap.
8590,"Hi Berlinda. Thanks for reaching out to us. Can you tell us some more info - which Rt 117 bus, where, and when?"
8591,"To follow up, we've opened a work order for the fans as they're malfunctioning and in need of repair. Our apologies for the uncomfortable wait."
8592,Thank you. 1856 is heading to Braintree. We'll look into this possible PA issue asap.
8593,"Hello. Thank you for bringing this to our attention. To clarify, this was an @MBTATransitPD officer? Also, where specifically on Dorchester Ave and when?"
8594,"Great, thanks for confirming. Have a good evening!"
8595,Hello. Thank you for this request. We'll forward your suggestion to the appropriate department.
8596,"To follow up, do you recall what time this occurred?"
8597,Hello. Thanks for reporting this to us. Did you catch a number of this train (four digits on the outside)? There is a Braintree-bound train that departed the station at 5:43 PM and an Ashmont-bound train that departed at 5:45 PM.
8598,Hi Joann. Thanks for this feedback. We have PAs playing every 15 minutes on all the lines asking passengers to remove their backpacks. We'll share this with our Customer Experience team to look into additional signage.
8599,Hi Carolyn. Thanks for sharing this with us. Can you tell us where specifically you're waiting and which direction you're heading?
8600,Hi Michelle. Thank you for contacting us about this. We're notifying bus supervisors to investigate and address this appropriately.
8601,Hello. We appreciate you notifying us. We'll have the fans turned on asap.
8602,Thank you. We'll have this looked into as soon as possible.
8603,Hi Maria. We're sorry to hear about this A/C issue. Can you tell us which train you're on (four numbers at front/rear 12-- or 13--)?
8604,Hi Christopher. Thanks for reaching out to us. Looks like there was a train at State Street at the time of your tweet and it departed shortly after. Are you experiencing any further issues?
8605,Hello. Thanks for sharing this with us. Can you please specify where this is - which station and direction?
8606,Hello. Thanks for letting us know. We're sending station personnel to correct this asap.
8607,Hi Damian. Thanks for your question. We're confirming the information with construction supervisors now and will update any alerts accordingly.
8608,Hi Brett. Thanks for reporting this to us. We'll have the A/C checked in that car asap.
8609,Hi Mary. Thanks for reaching out to us. Can you tell us where you're waiting and heading? Looks like the Route 74 is running on/near schedule this afternoon.
8610,"Our crews also replaced direct fixation panels (concrete panels that rail is fastened to) on the Orange Line. These repairs eliminate speed restrictions, providing you with a more time-efficient trip. Learn more about this project at http://mbta.com/OrangeLineWork #BuildingABetterT"
8611,"Last week, our crews utilized diversions on the D branch to work on anti-flooding measures near Fenway Station that protect the entire Green Line from weather-related service interruptions. Learn more about this project at http://mbta.com/fenwayportal #BuildingABetterT"
8612,We appreciate all this info. We're having the train checked.
8613,Thank you. Was it like this throughout your ride or between certain stations?
8614,Thank you for these details. Can you see which train you're on (four digits at front/rear on the inside)?
8615,"Got it, thank you. We're sending personnel to try resetting the A/C in that car. The new train has been running most weekday AM rush hours. You can see when it's in service here: https://newtrains.today/"
8616,Hi Meredith. We're sorry to hear about this uncomfortable ride. Are you able to share a car number with us (four digits at front/rear 12-- or 13--)?
8617,Hi Colleen. Thanks for sharing this with us. Can you tell us more details about what you're experiencing - where specifically and car number?
8618,Hi William. Thanks for letting us know. Could you clarify which stairway has a loose tread? Orange Line or Red Line - north or south platform?
8619,Thank you. We've notified bus supervisors to look into this and correct asap.
8620,Hello. Thanks for bringing this to our attention. Can you tell us where this is specifically and/or the number of the bus you're on?
8621,Hi Meghan. Thanks for reaching out to us. Route 34E looks to be running on or near schedule this afternoon. Can you tell us where you're waiting and heading?
8622,Thanks for these details. We'll have the train checked out asap.
8623,Hi Erwin. Thanks for letting us know. We'll have the security monitor checked out asap.
8624,Hello. Thanks for sharing this with us and we're sorry to hear about this experience. Can you tell us when this occurred?
8625,Hi Mike. Thanks for notifying us. Can you tell us what kinds of sounds you're hearing?
8626,Hello Steve. Bus 1732 on Route 18 left Ashmont a minute late at 11:26 AM. You can see the current schedule here: https://cdn.mbta.com/sites/default/files/route_pdfs/2019-fall/rt018.pdf
8627,Join us at 11:00 AM today to watch a meeting of the FMCB on @Livestream:
8628,Hello Laurel. We have passed this on to Orange Line Supervisors. They will have the car checked.
8629,Hello Jeanne. This work is part of the @MassDOT Casey Arborway project and is expected to open soon. You can read the latest update here: https://www.mass.gov/service-details/traffic-and-construction-updates-for-the-casey-arborway-project
8630,#MBTA #GreenLine - D Branch: Bus shuttles replace trains between Kenmore and Newton Highlands from 8:45 PM to close Monday - Friday this week. Allow for extra travel time. More: http://mbta.com/GLDwork
8631,"#MBTA CharlieCard Store Notice: The CharlieCard Store at Downtown Crossing will close early today, September 23, at 2:00 PM for training. It will reopen on Tuesday, September 24, at 8:30 AM. If you need assistance, please contact 617-222-3200 or visit http://mbta.com"
8632,#MBTA #RedLine Update: Regularly scheduled service has resumed.
8633,Understood Jim. We will pass this on to Bus Supervisors to look into.
8634,"Join us tonight at 6pm at the Newton Free Library, Druker Auditorium in #Newton, MA for a Green Line Transformation Public Meeting. Learn about projects that are planned to make the Green Line more reliable, easier &amp; safer. http://ow.ly/GFOl50wg9kK #BuildingABetterT"
8635,#MBTA #OrangeLine: Bus shuttles replace trains between Wellington and Oak Grove from 8:15 PM to close Monday - Thursday this week through December. Allow for extra travel time. More: http://mbta.com/OLwork
8636,#MBTA #RedLine: Delays of up to 10 minutes northbound due a person on a train requiring medical attention at JFK/UMass.
8637,Not a problem. An official is on the car now.
8638,Hello. We have Red Line personnel responding now.
8639,Hello Nancy. We have a Red Line Official responding now. Can you tell us the problem in the car?
8640,Good Morning Jim and thanks for reaching out. Can you give us the number of the bus you saw that was showing it was out of service?
8641,Hello Amelia. Can you please give us the number of the bus that you are on?
8642,Good Morning Hanna. Can you tell us the station you are waiting at?
8643,Thanks for the additional information. We'll pass it on to Supervisors and Station Maintenance.
8644,"Good Morning, Can you please tell us where this is in the station?"
8645,Hello and thanks for reaching out. We've passed this on to Red Line Supervisors. They'll have the car checked.
8646,"Hi, Kai - thanks for making us aware. We're going to have an Official ride that train."
8647,Mobile Officials have shared with us that the detour concluded shortly after 3:30 PM. Which stop and direction are you at so we can look into this?
8648,"We had the operator check the car. But this was at Haymarket, where the passenger got off."
8649,Sorry about the temperature. Do you see a number of the car you're on so we can reset the AC?
8650,Here are all lost and found numbers https://www.mbta.com/customer-support/lost-and-found?from=global-search&amp;query=lost%20and%20found&amp;facets=
8651,All public meetings are listed on this website and are open to all https://www.mbta.com/events
8652,The CharlieCard Store is located at Downtown Crossing. Construction has not changed its location.
8653,We notify riders with website alerts that are picked up my transit mobile applications.
8654,"While operating the vehicle, operators cannot make verbal announcements."
8655,Hi there - drivers don't make announcements regarding detours for safety reasons. We always recommend checking the website prior to your trip. Diversions are always posted on http://mbta.com and @transitapp https://www.mbta.com/schedules/66/line?facets=&amp;from=global-search&amp;query=66
8656,Interesting. We'll notify our maintenance team to get that cleaned up.
8657,"Thanks, Tim. We're notifying the Green Line now to get that secured."
8658,"Thank you for letting us know, Alyssa. We're going to have it fixed now."
8659,"The 83 may experience delays from this, but it's not diverted."
8660,#MBTA #GreenLine - D Branch: This weekend (starting Friday at 8:45 PM) bus shuttles replace train service between Newton Highlands and Kenmore. Allow for extra travel time. More: http://mbta.com/GLDwork
8661,#MBTA #OrangeLine: This weekend (starting Friday at 8:45 PM) bus shuttles replace train service between Ruggles and Forest Hills. Allow for extra travel time. More: http://mbta.com/OLwork
8662,"Bus stop moves are often requested or done by municipalities. The same goes for street parking, as it's land not owned by the T. We will gladly send your message off to our bus stop team, but recommend you reach out to your city/town for more information. Enjoy your night!"
8663,"We do, but can't accomplish much in about a 5 hour window. That's why we start early on weeknights - at about 8:45 PM. While replacing service with buses on weekends isn't ideal, it allows us to get more done, faster."
8664,That is a 3rd party application and not built or designed by the MBTA. Feedback regarding that app should be directed to its developer.
8665,Which app are you referring to?
8666,"Hi, Kaylee. Thank you for making us aware of this. Operators should always be helpful to riders and assist when needed. We'll send your message to Green Line supervisors so they can address this."
8667,"This work is part of our $8 billion capital investment plan, through which we will replace 25,000 feet of track & 6.5 miles of signals on the Green Line between Beaconsfield & Riverside on the D Branch. Learn more about this project at http://mbta.com/GreenLineD #BuildingABetterT"
8668,"Earlier today, @MassGovernor Baker and MBTA General Manager @SPoftak went to inspect diversion-related track work taking place near Beaconsfield Station on the Green Line."
8669,Hi Robert. Thanks for your message. Can you tell us more details about your trip?
8670,"Got it, thank you. Both SL4 & SL5 are delayed up to 20 minutes due to traffic. Alert: http://mbta.com/schedules/749/alerts http://mbta.com/schedules/751/alerts"
8671,Hi Jose. Thanks for reaching out to us. Can you tell us where you're waiting and heading?
8672,"Hi Roger. We're sorry to hear that. The first new train has been in service most weekday morning rush hours. You can see when it's in service at https://newtrains.today/ As we continue to refine its software, we'll be able to roll out the new trains faster."
8673,Hello. Thanks for reaching out to us with your question. Bikes are allowed on the Orange Line during off-peak hours. Our full policy is here: http://mbta.com/bikes
8674,"Hi Anthony. Thanks for your question. Yes, the @MBTA_CR will accept valid subway monthly passes for travel to Quincy Center. Info: http://mbta.com/southshore"
8675,"Hello. Thanks for sharing this with us. Please note, with the Orange Line diversion, there are longer headways (spacing btwn trains) & trains will stand by at Ruggles until their scheduled time when they're given permission from our control center to move."
8676,"Hi Rebecca. Thanks for reaching out to us. All Yankee shuttle buses are accessible to persons with disabilities. For the Orange Line, Yankee is running weeknight shuttles and #MBTA buses are running weekend shuttles. Please notify us if you experience any issues boarding."
8677,"Thank you for noting that. There was a last minute change to the limits of the diversion. We've updated the information on the website accordingly, but are still working to get to all the in-station signage. Our apologies for the confusion. Alert: http://mbta.com/schedules/Green-D/alerts"
8678,Hi Larry. Thanks for sharing this photo. We'll pass it along to bus maintenance to have the bus checked.
8679,Hi Jan. We're sorry to hear that the escalators were off. We're sending station personnel to make sure they are on and functioning. We hope you have a good Saturday.
8680,"Hi Damian. Thanks for your question. Next week, the D Branch diversion is between Kenmore & Newton Highlands on weeknights with #MBTA buses. On the Orange Line, shuttles are between Oak Grove &amp; Wellington on Monday - Thursday nights with Yankee buses. http://mbta.com/alerts/subway"
8681,Good Morning Karen. Thanks for reaching out to us. Looks like the next northbound train is en route to Broadway now. Please let us know if experience any issues boarding.
8682,#MBTA #GreenLine - D Branch: This weekend (starting Friday at 8:45 PM) bus shuttles replace train service between Newton Highlands and Kenmore. Allow for extra travel time. More: http://mbta.com/GLDwork
8683,Hi Mark. Thanks for letting us know and our apologies for the inconvenience. We'll make sure there is staff there to assist @MBTA_CR passengers. We have a work order already opened for this countdown clock and will work to restore predictions asap.
8684,"Hi Carlos. We're sorry to hear that you were late to class. Please note, these D Branch weekend shuttles are scheduled through December 22. They are also scheduled for Monday - Friday nights. This work is necessary to replace and upgrade track and signals. http://mbta.com/GLDwork"
8685,#MBTA #OrangeLine: This weekend (starting Friday at 8:45 PM) bus shuttles replace train service between Ruggles and Forest Hills. Allow for extra travel time. More: http://mbta.com/OLwork
8686,"Good Morning. Thanks for contacting us. Can you share some more details - which route, stop, direction of travel etc.?"
8687,We understand this can be frustrating. We see which train this was and it looks like it stood by for a typical dwell time.
8688,"Got it. To confirm, were you on the platform at that time?"
8689,"Hello. Thanks for reaching out to us. Can you tell us more details about this experience? Like where, when, direction, etc."
8690,Hi there. Do you see the train number of the car you're on?
8691,One stop away at BU Central
8692,A passenger is on the floor and in need of medical assistance. They can't be moved without EMS.
8693,Red Line trains delayed 15 minutes while EMS is requested to assist a passenger on board a train at Porter north. Some trains standing at stations.
8694,Thank you. We're notifying the Orange Line. They'll ride that train and a train between Ruggles and Roxbury Crossing to check it out.
8695,"Hi there - not too sure, but we want to get that looked at. Do you see a number of the train that you are on?"
8696,Thank you for the additional information. We've sent your messages to bus supervisors to look up the operator and to address your experience.
8697,Sorry about this. At what station did this occur?
8698,"As many as one is willing to provide. Just make sure it's done soon - feedback closes on October 4, 2019. https://mbta.qualtrics.com/jfe/form/SV_9mcIQGPhf218h37"
8699,"The 136/137 have about a 30 minute frequency at this time of day. Here's the schedule: https://cdn.mbta.com/sites/default/files/route_pdfs/2019-fall/rt136137.pdf Also, the 137 is experiencing delays because of traffic: https://www.mbta.com/schedules/137/alerts"
8700,Trackers indicate the last 136 to leave Oak Grove to Reading Depot was about 10 minutes ago. The next 137 to Reading Depot to arrive Oak Grove is due in about 20-25 minutes.
8701,Thanks for letting us know. We've just notified the Green Line to get this checked out now.
8702,"Sorry about this, Jen. We've notified the Red Line to reset the unit."
8703,"Signals are expected to be fixed and functional in October. Once this is complete, trains won't need permission to proceed. Updates can be found on this link and in the PDF presentations https://www.mbta.com/projects/red-line-repair-and-recovery?from=search-homepage&amp;query=red%20line%20repair"
8704,"Hi, Grant. We've sent your message off to our track team to address."
8705,Regularly schedule service has resumed. The affected train has been removed from service.
8706,"We are. With that, trains only have one track to enter and depart from and will take a bit longer to turn them around."
8707,Red Line train service delayed up to 15 minutes because of a train with a mechanical problem at Alewife. Some trains may stand at stations.
8708,Next SL1 to Airport should be arriving now.
8709,"Sorry about this. At what time, and intersection was this?"
8710,"Signals are expected to be fixed and functional in October. Once this is complete, trains won't need permission to proceed. Updates can be found on this link and in the PDF presentations https://www.mbta.com/projects/red-line-repair-and-recovery?from=global-search&amp;query=red%20line&amp;facets="
8711,"Join us Monday, September 23 at 6pm for a Green Line Transformation Public Meeting at the Newton Free Library in Newton, MA. Learn about short- & long-term projects that are planned to make the Green Line more reliable, easier & safer. http://ow.ly/GFOl50wg9kK #BuildingABetterT"
8712,"Or, a screen shot"
8713,"Hi, Kristen. Thank you for making us aware. Would you like us to dispatch @MBTATransitPD to your bus?"
8714,"Hi, Caitlin - would you mind sending us a DM of the exact locations of your journey. We want to send it off to our website team to look at."
8715,"Sorry about that one. Operators shouldn't use jargon to explain situations. Essentially, charging is when the train builds up enough air pressure to release brakes."
8716,It's not. Very sorry about this. We're going to send this off to supervisors now. Any chance you saw the bus number?
8717,"Hello Rhonda. Yes, Route 57 will be impacted Sunday. There will be no service to Comm Ave, Brighton Ave, Cambridge St, Brighton Center, Oak Square, Washington St, or Tremont St. We will have additional information posted soon."
8718,"Last week, our crews replaced 312 feet of track near Bowdoin Station to ensure smoother and faster travel for the nearly 80,000 Blue Line rider trips taken each day. Learn more about this and other Blue Line projects at http://mbta.com/bluelinework #BuildingABetterT"
8719,"The MBTA, @MBTA_CR, @KeolisBoston, @MBTATransitPD, @USDOTFRA, @Amtrak, and Amtrak Police are teaming up with @olinational for #RailSafetyWeek. Learn rail safety tips and help spread awareness at http://oli.org"
8720,Good Morning. The CharlieCard store at Downtown Crossing can transfer any balance you may have to a new card. You can also contact our Revenue Team at 617-222-3200 for other options to get a new CharlieCard.
8721,Thanks for the additional information. We will pass this on to Fare Machine Maintenance to address.
8722,"What's behind the curtain? At Park Street, we've been: - Repairing & repainting from platform to ceiling - Adding wayfinding signage - Rebuilding the stairway between the Green & Red Lines - Installing LED lights Learn more: http://ow.ly/7OFv50wgJgT #BuildingABetterT"
8723,#MBTA #GreenLine - D Branch: This weekend (starting Friday at 8:45 PM) bus shuttles replace train service between Newton Highlands and Kenmore. Allow for extra travel time. More: http://mbta.com/GLDwork
8724,Good Morning Emily and thanks for reaching out. We will pass it on to our Countdown Team.
8725,#MBTA #OrangeLine: This weekend (starting Friday at 8:45 PM) bus shuttles replace train service between Ruggles and Forest Hills. Allow for extra travel time. More: http://mbta.com/OLwork
8726,Hello and thanks for reaching out. Can you tell us the error message you saw when you used the machines?
8727,Good Morning Liz. We don't see an outage posted for this elevator. We will pass this on to Green Line Supervisors. They will have this checked out.
8728,Sorry about this...what station and direction are you heading?
